Handle;Title;Body (HTML);Vendor;Product Category;Type;Tags;Published;Option1 Name;Option1 Value;Option1 Linked To;Option2 Name;Option2 Value;Option2 Linked To;Option3 Name;Option3 Value;Option3 Linked To;Variant SKU;Variant Grams;Variant Inventory Tracker;Variant Inventory Qty;Variant Inventory Policy;Variant Fulfillment Service;Variant Price;Variant Compare At Price;Variant Requires Shipping;Variant Taxable;Unit Price Total Measure;Unit Price Total Measure Unit;Unit Price Base Measure;Unit Price Base Measure Unit;Variant Barcode;Image Src;Image Position;Image Alt Text;Gift Card;SEO Title;SEO Description;Variant Image;Variant Weight Unit;Variant Tax Code;Cost per item;Status;Checkbox 1 (product.metafields.custom.checkbox_1);Checkbox 2 (product.metafields.custom.checkbox_2);Checkbox 3 (product.metafields.custom.checkbox_3)
mini-aspirateur-de-voiture;Mini aspirateur de voiture;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>La révolution sans fil pour des voitures impeccables</strong></h2>
<h2 style=""text-align: center;""><br></h2>

<p>
<video style=""display:block;margin:auto;max-width:340px;max-height:340px;border-radius:10px;object-fit:contain;"" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/mini-aspirateur-de-voiture-video.mp4"" playsinline autoplay muted loop class=""video-background""></video>
</p>

<p></p><p></p>

<!-- ICON 1 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Mini%20aspirateur%20de%20voiture/mini-aspirateur-de-voiture-icon-1.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>SANS FIL, PLUS FLEXIBLE</strong></div>
<div style=""text-align:center;"">Le fonctionnement sans fil offre une flexibilité inégalée, facilitant ainsi le nettoyage de la voiture.</div>

<br>

<!-- ICON 2 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Mini%20aspirateur%20de%20voiture/mini-aspirateur-de-voiture-icon-2.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>UNE PROPRETÉ ÉTINCELANTE SANS EFFORT</strong></div>
<div style=""text-align:center;"">Oubliez les heures de nettoyage laborieuses. En quelques minutes, votre voiture est débarrassée de la saleté.</div>

<br>

<!-- ICON 3 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Mini%20aspirateur%20de%20voiture/mini-aspirateur-de-voiture-icon-3.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>COMPACT MAIS PUISSANT</strong></div>
<div style=""text-align:center;"">Malgré sa taille réduite, notre aspirateur est très performant et assure un nettoyage en profondeur.</div>

<br>

<!-- ICON 4 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Mini%20aspirateur%20de%20voiture/mini-aspirateur-de-voiture-icon-4.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>UNE VOITURE PROPRE ET FRAÎCHE 24/7</strong></div>
<div style=""text-align:center;"">Gardez votre voiture impeccable et fraîche 24 heures sur 24, sans aucun problème.</div>

<br><br>

<!-- IMAGE 5 — 350px -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Mini%20aspirateur%20de%20voiture/mini-aspirateur-de-voiture-car.jpg"" width=""350"" height=""350"" style=""margin-bottom:16px;"">
</div>

<h2 style=""text-align:center;"">Un nettoyage rapide comme l'éclair avec notre mini aspirateur de voiture</h2>
<p>Faites l'expérience de l'efficacité absolue du nettoyage avec notre mini aspirateur de voiture. Cette merveille sans fil efface toutes les traces de poussière de votre voiture en un rien de temps, la gardant impeccable sans les inconvénients des aspirateurs filaires !</p>

<p></p><p></p>

<!-- IMAGE 6 — 350px -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Mini%20aspirateur%20de%20voiture/mini-aspirateur-de-voiture-zoom.jpg"" width=""350"" height=""350"" style=""margin-bottom:16px;"">
</div>

<h2 style=""text-align:center;"">Propre sur le champ avec notre mini aspirateur de voiture</h2>
<p>Abandonnez les aspirateurs filaires encombrants. Prenez notre mini-aspirateur de voiture - un appareil portable puissant qui élimine la poussière en un clin d'œil ! Toujours propre, toujours pratique, cette merveille sans fil est prête dès que le désordre s'installe.</p>
";OneScale;Uncategorized;;FR, Maison & confort;TRUE;Title;Default Title;;;;;;;;;0.0;;0.0;deny;manual;49.99;;TRUE;TRUE;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/mini-aspirateur-de-voiture-fr-launchify-532915.jpg?v=1763635577;1;Mini aspirateur de voiture - Launchify;FALSE;;;;kg;;;active;Sans fil et sans souci;Aspiration puissante;Compact et portable
mini-aspirateur-de-voiture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/mini-aspirateur-de-voiture-fr-launchify-732986.jpg?v=1763635578;2;Mini aspirateur de voiture - Launchify;;;;;;;;;Sans fil et sans souci;Aspiration puissante;Compact et portable
mini-aspirateur-de-voiture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/mini-aspirateur-de-voiture-fr-launchify-582629.jpg?v=1763635577;3;Mini aspirateur de voiture - Launchify;;;;;;;;;Sans fil et sans souci;Aspiration puissante;Compact et portable
rouleau-anti-poils;Rouleau anti poils;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Éliminez sans effort les poils indésirables de votre animal de compagnie en un seul geste.</strong></h2>
<h2 style=""text-align: center;""><br></h2>

<p>
<video class=""video-background"" loop muted autoplay playsinline src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/rouleau-anti-poils-video.mp4"" style=""display:block;margin:auto;max-width:340px;max-height:340px;border-radius:10px;object-fit:contain;"">
</video>
</p>

<p> </p><p> </p>

<!-- ICON 1 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Rouleau%20anti%20poils/rouleau-anti-poils-icon-1.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>ÉLIMINER RAPIDEMENT LES POILS D'ANIMAUX</strong></div>
<div style=""text-align:center;"">Dites adieu aux poils récalcitrants. Débarrassez-vous des poils d'animaux sur vos vêtements et vos meubles en un seul passage.</div>

<!-- ICON 2 -->
<div style=""text-align:center;margin-top:22px;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Rouleau%20anti%20poils/rouleau-anti-poils-icon-2.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>PLUS AUCUN POIL SANS EFFORT</strong></div>
<div style=""text-align:center;"">Pas besoin d'électricité, il suffit de faire glisser la brosse. Notre nettoyeur de fourrure et de poussière est incroyablement facile à utiliser.</div>

<!-- ICON 3 -->
<div style=""text-align:center;margin-top:22px;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Rouleau%20anti%20poils/rouleau-anti-poils-icon-3.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>UNE MAISON PROPRE, C'EST POSSIBLE</strong></div>
<div style=""text-align:center;"">Éliminez les poils d'animaux de votre espace de vie. Gardez votre maison accueillante et sans allergies.</div>

<!-- ICON 4 -->
<div style=""text-align:center;margin-top:22px;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Rouleau%20anti%20poils/rouleau-anti-poils-icon-4.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>SURPASSE LES SOLUTIONS COLLANTES</strong></div>
<div style=""text-align:center;"">Abandonnez les produits collants pour enlever la fourrure. Nous vous garantissons une élimination plus rapide, plus propre et sans stress !</div>

<p> </p><p> </p>

<!-- IMAGE 5 LARGE -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Rouleau%20anti%20poils/rouleau-anti-poils-fr-vert-launchify-204819.jpg"" width=""350"" height=""350"" style=""margin-bottom:16px;"">
</div>

<h2 style=""text-align:center;"">Éliminez les problèmes liés aux poils d'animaux</h2>
<p>La solution ultime et sans souci aux problèmes récurrents liés aux poils d'animaux. D'un seul geste, il capture soigneusement tous les poils d'animaux sur les vêtements, les canapés et bien d'autres choses encore. Plus rapide et plus efficace que les épurateurs de poils collants standard. Il est pratique, fiable et donne toujours des résultats impeccables.</p>

<p> </p><p> </p>

<!-- IMAGE 6 LARGE -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Rouleau%20anti%20poils/rouleau-anti-poils-fr-vert-launchify-610584.jpg"" width=""350"" height=""350"" style=""margin-bottom:16px;"">
</div>

<h2 style=""text-align:center;"">Une révolution dans l'élimination des poils d'animaux</h2>
<p>Gardez vos surfaces dépourvues de poils d'animaux grâce à ce produit respectueux de l'environnement ! Cet outil de premier choix ne nécessite aucun remplacement de papier collant, ce qui permet de préserver les arbres et votre portefeuille ! Simplifiez le nettoyage, aimez votre animal de compagnie et respectez l'environnement, le tout en un seul geste.</p>
";OneScale;Uncategorized;;FR, Maison & confort;TRUE;Couleur;Rose;;;;;;;;;0.0;;0.0;deny;manual;19.99;;TRUE;TRUE;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/rouleau-anti-poils-fr-rose-launchify-187088.jpg?v=1763635578;1;Rouleau anti poils - Rose - Launchify;FALSE;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/rouleau-anti-poils-fr-rose-launchify-187088.jpg?v=1763635578;kg;;;active;Nettoyage rapide et sans effort;Pas besoin de piles ou d'électricité;Eco-friendly & reusable
rouleau-anti-poils;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/rouleau-anti-poils-fr-vert-launchify-610584.jpg?v=1763635578;2;Rouleau anti poils - Vert - Launchify;;;;;;;;;Nettoyage rapide et sans effort;Pas besoin de piles ou d'électricité;Eco-friendly & reusable
rouleau-anti-poils;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/rouleau-anti-poils-fr-vert-launchify-204819.jpg?v=1763635578;3;Rouleau anti poils - Vert - Launchify;;;;;;;;;Nettoyage rapide et sans effort;Pas besoin de piles ou d'électricité;Eco-friendly & reusable
sandscape-sable-en-mouvement;Sandscape - Sable en mouvement;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Le décor envoûtant qui transporte et détend</strong></h2>
<h2 style=""text-align: center;""><br></h2>

<p>
<video style=""display:block;margin:auto;max-width:340px;max-height:340px;border-radius:10px;object-fit:contain;"" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/sandscape-sable-en-mouvement-video.mp4"" playsinline autoplay muted loop class=""video-background""></video>
</p>

<p> </p><p> </p>

<!-- ICON 1 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Sandscape%20-%20Sable%20en%20mouvement/sandscape-sable-en-mouvement-icon-1.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>UNE DÉCORATION HYPNOTISANTE</strong></div>
<div style=""text-align:center;"">Observez les sables mouvants créer une œuvre d'art unique et en constante évolution, directement chez vous.</div>

<!-- ICON 2 -->
<div style=""text-align:center;margin-top:22px;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Sandscape%20-%20Sable%20en%20mouvement/sandscape-sable-en-mouvement-icon-2.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>LE COMPAGNON DE LA RELAXATION</strong></div>
<div style=""text-align:center;"">Le mouvement apaisant et relaxant du sable est idéal pour se détendre en toute tranquillité.</div>

<!-- ICON 3 -->
<div style=""text-align:center;margin-top:22px;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Sandscape%20-%20Sable%20en%20mouvement/sandscape-sable-en-mouvement-icon-3.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>DÉCORATION INNOVANTE</strong></div>
<div style=""text-align:center;"">Améliorez votre espace de vie avec cette œuvre d'art intrigante et en constante évolution.</div>

<!-- ICON 4 -->
<div style=""text-align:center;margin-top:22px;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Sandscape%20-%20Sable%20en%20mouvement/sandscape-sable-en-mouvement-icon-4.png"" width=""70"" height=""70"" style=""margin-bottom:16px;"">
</div>
<div style=""text-align:center;""><strong>LE DON DE LA SÉRÉNITÉ</strong></div>
<div style=""text-align:center;"">Parfait comme cadeau attentionné pour apporter calme et esthétisme à n'importe quelle maison.</div>

<p> </p><p> </p>

<!-- LARGE IMAGE 5 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Sandscape%20-%20Sable%20en%20mouvement/sandscape-sable-en-mouvement-duo.jpg"" width=""350"" height=""350"" style=""margin-bottom:16px;"">
</div>

<h2 style=""text-align:center;"">Le summum de la tranquillité</h2>
<p>Embarquez pour un voyage sensoriel, le Sandscape offre une expérience immersive et apaisante. Cette décoration exquise apporte gracieusement l'harmonie poétique du sable qui s'écoule dans votre espace, lui insufflant une ambiance sereine. Parfait pour créer une ambiance de relaxation zen, ce n'est pas seulement un décor, c'est une œuvre d'art mobile personnelle.</p>

<p> </p><p> </p>

<!-- LARGE IMAGE 6 -->
<div style=""text-align:center;"">
  <img src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Sandscape%20-%20Sable%20en%20mouvement/sandscape-sable-en-mouvement-black.jpg"" width=""350"" height=""350"" style=""margin-bottom:16px;"">
</div>

<h2 style=""text-align:center;"">Le cadeau parfait</h2>
<p>Faites ressortir la beauté de la nature dans la vie d'un être cher avec le Sandscape Moving Sand. Parfait pour ceux qui recherchent la tranquillité, cet accessoire de décoration hypnotique promet la relaxation grâce à ses paysages de sable apaisants qui changent constamment. Un cadeau unique qui fera chavirer les cœurs !</p>

<div style=""text-align:center;""><strong></strong></div>
";OneScale;Uncategorized;;FR, Maison & confort;TRUE;Title;Default Title;;;;;;;;;0.0;;0.0;deny;manual;49.99;99.99;TRUE;TRUE;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/sandscape-sable-en-mouvement-fr-orange-launchify-263463.jpg?v=1763635581;1;Sandscape - Sable en mouvement - Orange - Launchify;FALSE;;;;kg;;;active;Des œuvres d'art en constante évolution;Favorise la relaxation et la pleine conscience;Unique statement décor
sandscape-sable-en-mouvement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/sandscape-sable-en-mouvement-fr-violet-launchify-918311.jpg?v=1763635582;2;Sandscape - Sable en mouvement - Violet - Launchify;;;;;;;;;Des œuvres d'art en constante évolution;Favorise la relaxation et la pleine conscience;Unique statement décor
le-stylo-magique-4-en-1-copy;Le stylo magique 4-en-1;"<h2 style=""text-align: center;"">
<strong></strong><br>
</h2>
<h2 style=""text-align: center;""><strong>Le seul outil de maquillage dont vous avez besoin</strong></h2>
<h2 style=""text-align: center;""><br></h2>
<p><video class=""video-background"" loop=""loop"" muted="""" autoplay=""autoplay"" playsinline="""" src=""https://launchify-ssk.b-cdn.net/FR/GIF's%20(mp4)/le-stylo-magique-4-en-1-video.mp4"" style=""display: block; margin: auto; max-width: 340px; max-height: 340px; border-radius: 10px; object-fit: contain;""></video></p>
<p> </p>
<p> </p>
<!-- ICON 1 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-1.png""></div>
<div style=""text-align: center;""><strong>Outils de maquillage</strong></div>
<div style=""text-align: center;"">Simplifiez votre routine beauté avec un seul stylo comprenant un eyeliner, un crayon à lèvres, un crayon à sourcils et un highlighter pour un glamour sans effort.</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 2 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-2.png""></div>
<div style=""text-align: center;""><strong>Application lisse et durable</strong></div>
<div style=""text-align: center;"">Conçu pour une application sans couture, ce stylo glisse en douceur et reste en place toute la journée, pour un maquillage impeccable.</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 3 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-3.png""></div>
<div style=""text-align: center;""><strong>Compact et facile à transporter</strong></div>
<div style=""text-align: center;"">Parfaitement portable, ce design élégant se glisse dans n'importe quel sac, rendant les retouches rapides et faciles en déplacement.</div>
<div style=""text-align: center;""><br></div>
<!-- ICON 4 — 70x70 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""70"" width=""70"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-icon-4.png""></div>
<div style=""text-align: center;""><strong>Sans danger pour la peau</strong></div>
<div style=""text-align: center;"">Fabriqué à partir d'ingrédients propres, il est sans parabène, sans parfum et sans noir de carbone.</div>
<div style=""text-align: center;""><br></div>
<!-- IMAGE 5 — 350x350 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""350"" width=""350"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-4pen.jpg""></div>
<h2 style=""text-align: center;"">La beauté sans effort en un seul stylo — Simplifiez votre routine</h2>
<p>Fini les trousses de maquillage encombrées ! Le stylo de maquillage 4 en 1 est le seul outil dont vous avez besoin pour un look complet...</p>
<p> </p>
<p> </p>
<!-- IMAGE 6 — 350x350 -->
<div style=""text-align: center;""><img style=""margin-bottom: 16px; float: none;"" height=""350"" width=""350"" src=""https://launchify-ssk.b-cdn.net/FR/Products%20Images%20%26%20Icons/Le%20stylo%20magique%204-en-1/le-stylo-magique-4-en-1-benefits.png""></div>
<h2 style=""text-align: center;"">Clean Skin Loving Formula — Beauty with a Conscience</h2>
<p>Formulé avec des ingrédients respectueux de la peau, ce stylo est végétalien, sans cruauté et sans produits chimiques agressifs…</p>";OneScale;Uncategorized;;Beauté & soins, FR;TRUE;Title;Default Title;;;;;;;;;0.0;;0.0;deny;manual;24.99;39.99;TRUE;TRUE;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/le-stylo-magique-4-en-1-beaute-soins-launchify-518976.jpg?v=1763635587;1;Le stylo magique 4 - en - 1 - Launchify;FALSE;;;;kg;;;active;4 en 1 pratique;Application longue durée et lisse;Conception adaptée aux déplacements
le-stylo-magique-4-en-1-copy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;https://cdn.shopify.com/s/files/1/0985/9009/7745/files/le-stylo-magique-4-en-1-beaute-soins-launchify-245647.png?v=1763635588;2;Le stylo magique 4 - en - 1 - Launchify;;;;;;;;;4 en 1 pratique;Application longue durée et lisse;Conception adaptée aux déplacements
